ITEM_CATEGORY_NAME,ITEM_SUBCATEGORY_NAME,ITEM_CLASS_NAME,PRODUCT_COUNTRY_ORIGIN_NAME,PRODUCT_SKU_NO,PRODUCT_LONG_NAME,PRODUCT_BASE_UPC_NO,PRODUCT_LITRES_PER_CONTAINER,PRD_CONTAINER_PER_SELL_UNIT,PRODUCT_ALCOHOL_PERCENT,PRODUCT_PRICE,SWEETNESS_CODE
Wine,France Wine,France White Wine,FRANCE,363531,CHATEAU CHEVAL BLANC 2014,,0.75,1,13,1200,0
Wine,France Wine,France White Wine,FRANCE,412189,MONTRACHET - JOSEPH DROUHIN MARQUIS DE LAGUICHE 2016,626990177869,0.75,1,13,1700,0
Wine,France Wine,France Red Wine,FRANCE,692772,PAUILLAC - CHATEAU LAFITE ROTHSCHILD 2010,3296331010109,0.75,1,13,2350,0
Wine,Argentina Wine,Argentina Red Wine,ARGENTINA,750547,CABERNET SAUVIGNON - ESCORIHUELA 1884 ESTATE GROWN MENDOZA,7790415130241,0.75,1,14,16.99,0
Wine,USA Wine,USA Red Wine,UNITED STATES OF AMERICA,28696,CABERNET SAUVIGNON - VINEYARD 29,626990094029,0.75,1,14.5,109.99,0
Wine,France Wine,France Red Wine,FRANCE,97145,MARGAUX - CHATEAU RAUZAN SEGLA 2018,,0.75,1,13,260,NA
Wine,France Wine,France Red Wine,FRANCE,143873,PESSAC LEOGNAN - LE CLARENCE DE HAUT BRION ROUGE 2018,,0.75,1,13,350,NA
Wine,Germany Wine,Germany White Wine,GERMANY,158642,RIESLING AUSLESE - MAX FERDINAND RICHTER BRAUNEBERGER JUFFER,4019414220719,0.75,1,8,71.99,0
Wine,Italy Wine,Prosecco Wine,ITALY,161591,MASI - MODELLO PROSECCO,8002062016014,0.75,1,11,19.97,1
Spirits,Whisky,Irish Whiskey,IRELAND,227005,WALSH - THE IRISHMAN 12 YEAR OLD,5099811906071,0.7,1,43,134.99,NA
Beer,Import Beer,Europe Beer,NETHERLANDS,243546,BAVARIA - 86 CHERRY LAGER TALL CAN,8714800050098,0.5,1,7.1,3.19,NA
Spirits,Whisky,Bourbon Whiskey,UNITED STATES OF AMERICA,247721,RABBIT HOLE - HEIGOLD SINGLE BARREL,856581006944,0.75,1,54.6,124.99,NA
Spirits,Vodka,Straight Vodka,FRANCE,355826,CIROC,88076179493,0.75,1,40,42.99,NA
Wine,France Wine,France Red Wine,FRANCE,430234,PAUILLAC - CARRUADES DE LAFITE 2021,,0.75,1,13,525,NA
Wine,Italy Wine,Italy Red Wine,ITALY,469984,BOLGHERI - LE SERRE NUOVE ORNELLAIA 2020,818201021614,6,1,13.5,900,0
Beer,Domestic - BC Beer,Domestic - BC Commercial Beer,CANADA,861997,LABATT - BUDWEISER,,0.341,15,5,31.29,NA
Beer,Domestic - BC Beer,Domestic - BC Commercial Beer,CANADA,904334,LABATT - BUDWEISER CAN,62067335341,0.355,6,5,13.79,NA
Spirits,Rum,Dark Rum,CANADA,8458,LAMB'S - NAVY,48415510806,1.14,1,40,34.99,NA
Wine,Canada - BC,Canada - BC Red Wine,CANADA,53017,SOMMET ROUGE,58976055050,4,1,12,34.99,0
Wine,Italy Wine,Italy White Wine,ITALY,56556,LANGHE CHARDONNAY - ALDO CONTERNO BUSSIADOR 2015,831906001545,0.75,1,13.5,195.99,0
Beer,Import Beer,Europe Beer,NETHERLANDS,71126,HEINEKEN - CAN,72890000019,0.33,6,5,16.79,NA
Wine,Spain Wine,Spain Red Wine,SPAIN,103099,JUMILLA - CASTILLO DE MADAX RED BLEND,8436005760601,0.75,1,13,10.99,0
Wine,USA Wine,USA Red Wine,UNITED STATES OF AMERICA,181313,ZINFANDEL - SLEDGEHAMMER CALIFORNIA 2014,89819011636,0.75,1,13.9,20.49,0
Wine,Chile Wine,Chile Red Wine,CHILE,300550,MERLOT - EL DESCANSO,831573000889,0.75,1,13.5,14.99,1
Wine,Canada - Other,Canada - Other Rose Wine,CANADA,307601,KEEP CALM - AND LOVE PINOT GRIGIO ROSE,57496012215,0.75,1,12.5,10.99,0
Wine,France Wine,France Red Wine,FRANCE,367686,PAUILLAC - LES FORTS DE LATOUR 2017,3412952304711,0.75,1,13,535,0
Wine,Argentina Wine,Argentina Red Wine,ARGENTINA,369111,MALBEC - MALBICHO,656750730003,0.75,1,14,16.99,0
Wine,France Wine,France White Wine,FRANCE,382083,PESSAC LEOGNAN - CHATEAU PAPE CLEMENT BLANC 2020,,0.75,1,13,260,NA
Spirits,Tequila,Gold Tequila,MEXICO,435022,TRES GENERACIONES REPOSADO,80686836032,0.75,1,40,68.99,NA
Wine,France Wine,France Red Wine,FRANCE,480169,SAINT JOSEPH - DELAS SAINTE EPINE,3359950334664,0.75,1,14,90.99,0
Wine,New Zealand Wine,New Zealand White Wine,NEW ZEALAND,692863,SAUVIGNON BLANC - RIVERLORE MARLBOROUGH,9416621213087,0.75,1,12.5,19.49,0
Refreshment Beverages,Coolers,Spirit Coolers,CANADA,710746,HARD-T - LEMON VODKA ICED TEA CAN,699838402416,0.341,12,5,23.49,NA
Spirits,Whisky,Blended Malt Scotch Whisky,UNITED KINGDOM,254546,THE GAULDRONS - CAMPBELTOWN VATTED MALT SHERRY CASK EDITION,5014218825893,0.7,1,50,149.99,NA
Beer,Domestic - BC Beer,Domestic - BC Regional Beer,CANADA,300895,VANCOUVER ISLAND - ISLANDER LAGER SS TALL CAN,620097005162,0.473,1,5,2.69,NA
Refreshment Beverages,Coolers,Spirit Coolers,CANADA,321676,DILLONS VODKA - ESPRESSO MARTINI CAN,874618000529,0.222,4,12.5,14.99,NA
Wine,France Wine,France Red Wine,FRANCE,371955,CHATEAU MARGAUX 2014,,0.75,1,13,880,NA
Wine,France Wine,France Red Wine,FRANCE,631762,VOLNAY - COMTES LAFON 2011,97985150028,0.75,1,13.5,129.99,0
Wine,Canada - BC,Canada - BC White Wine,CANADA,5226,NAKED GRAPE - PINOT GRIGIO,63657034057,4,1,12,42.99,1
Wine,France Wine,France Red Wine,FRANCE,16215,MOULIS - CHATEAU POUJEAUX 2015,3441941115106,0.75,1,13,65,0
Beer,Domestic - BC Beer,Domestic - BC Regional Beer,CANADA,46075,STEAMWORKS - JOHN OLIVER LAGER CAN,185902003196,0.355,15,5.2,19.99,NA
Wine,Australia Wine,Australia Red Wine,AUSTRALIA,66483,SHIRAZ - SMOKY BAY WINERY,57496010174,3,1,13,34.99,1
Wine,France Wine,France White Wine,FRANCE,71355,CORTON GRAND CRU BLANC - DOMAINE PARENT,3463260018166,0.75,1,13,299.99,0
Spirits,Rum,Spiced Rum,UNITED STATES OF AMERICA,105781,(REPACK) BACARDI - SPICED RUM,80480984939,0.75,1,35,28.99,NA
Wine,France Wine,France Red Wine,FRANCE,113299,BOURGOGNE PINOT NOIR - DOMAINE DE LA DENANTE,626990420293,0.75,1,13,34.99,0
Wine,Germany Wine,Germany Sparkling Wine,GERMANY,161711,HENKELL TROCKEN DRY SEC,4003310011908,1.5,1,11,46.47,0
Spirits,Whisky,Single Malt Scotch Whisky,UNITED KINGDOM,235526,OBAN - 11 YO SPECIAL RELEASE 2023,88076188723,0.75,1,58,204.97,NA
Wine,France Wine,France Red Wine,FRANCE,250744,VOSNE ROMANEE - ALBERT BICHOT 2020,87113115104,0.75,1,13,145.99,0
Wine,Argentina Wine,Argentina Red Wine,ARGENTINA,355321,MALBEC - DOMINIO DEL PLATA BENMARCO 2019,7798068480539,0.75,1,14,29.99,0
Wine,France Wine,France White Wine,FRANCE,411066,MUSCADET SEVRE ET MAINE SUR LIE - CHATEAU DE LA GRAVELLE 22,3760233948049,0.75,1,12,22.99,0
Wine,Australia Wine,Australia Red Wine,AUSTRALIA,462975,SHIRAZ - FRANKLAND ESTATE,9329036000497,0.75,1,14.5,27.97,0
Wine,Italy Wine,Italy Red Wine,ITALY,463249,BRUNELLO DI MONTALCINO - PADELLETTI,8057829230011,0.75,1,14,105.99,0
Wine,USA Wine,USA White Wine,UNITED STATES OF AMERICA,562215,CHARDONNAY - FLOWERS SONOMA COAST 2019,626990099710,0.75,1,14.5,77.99,0
Spirits,Whisky,Single Malt Scotch Whisky,UNITED KINGDOM,677666,LEDAIG - 10 YEAR OLD,758371170050,0.75,1,46.3,79.99,NA
Refreshment Beverages,Coolers,Spirit Coolers,CANADA,704203,THE STRAIT AND NARROW - GRAPEFRUIT ROSEMARY CAN,628068530569,0.355,4,5,10.49,NA
Wine,Fortified Wine,Other Fortified Domestic Wine,CANADA,713750,BLACK SAGE VINEYARD OLIVER - PIPE 2017,63657031537,0.5,1,19.2,23.99,9
Wine,Italy Wine,Italy Red Wine,ITALY,851501,ROSSO DI MONTALCINO - GIANNI BRUNELLI 2016,8052190051265,0.75,1,14,81.99,0
Wine,Canada - BC,Canada - BC White Wine,CANADA,861286,LITTLE FARM WINERY - MULBERRY TREE VINEYARD RIESLING,626990191650,0.75,1,12.5,29.99,0
Beer,Domestic - BC Beer,Domestic - BC Micro Brew Beer,CANADA,106269,MOUNTAINVIEW BREWING CO. - FIRST BLOOD ORANGE TALL CAN,626990469964,0.473,4,7.5,15.79,NA
Spirits,Grape and Fruit Brandy,Brandy,GREECE,116038,METAXA - 7 STAR,5202795070755,0.75,1,40,37.99,NA
Wine,France Wine,France Red Wine,FRANCE,126072,CHATEAU DU GLANA 2016,3760150610173,0.75,1,13,55,NA
Spirits,Liqueurs,Coffee And Cocoa Liqueurs,CANADA,129411,KAMORA - COFFEE,87116008311,0.75,1,20,22.49,0
Wine,France Wine,France White Wine,FRANCE,138941,CHABLIS GRAND CRU BOUGROS - JEAN MARC BROCARD,3436801400416,0.75,1,13,119.99,0
Wine,Italy Wine,Italy White Wine,ITALY,160317,TREBBIANO CHARDONNAY RUBICONE - DONINI,8000160615276,1,1,12,12.99,0
Beer,Domestic - BC Beer,Domestic - BC Regional Beer,CANADA,188342,PACIFIC WESTERN - PACIFIC PILSNER CAN,7745580007508,0.355,24,5,34.79,NA
Wine,France Wine,France Red Wine,FRANCE,362421,ST EMILION - CHATEAU GRAND CORBIN DESPAGNE 2020,3609051149712,0.75,1,13,85,NA
Wine,USA Wine,USA Red Wine,UNITED STATES OF AMERICA,377039,NAPA VALLEY RED - DOMINUS ESTATE 2018,636595118303,3,1,14.5,2400,0
Wine,France Wine,France Red Wine,FRANCE,434173,MARGAUX - ALTER EGO DE PALMER 2021,3760309371306,0.75,1,13,160,NA
Wine,France Wine,France Red Wine,FRANCE,485373,MADIRAN - BRUMONT CHATEAU MONTUS,3372220000014,0.75,1,13.5,45.99,0
Wine,France Wine,France Champagne Wine,FRANCE,509695,MOET AND CHANDON - NECTAR IMPERIAL,3185370768990,0.75,1,12,88.99,3
Wine,France Wine,France Red Wine,FRANCE,941989,CHATEAU MOUTON ROTHSCHILD 2013,,0.75,1,13,750,NA
Spirits,Whisky,Single Malt Scotch Whisky,UNITED KINGDOM,303798,MACALLAN - A NIGHT ON EARTH IN JEREZ,812066024957,0.75,1,43,234.99,NA
Wine,Argentina Wine,Argentina Red Wine,ARGENTINA,343327,MALBEC - TRAPICHE RESERVE MENDOZA,7790240072808,0.75,1,13.5,15.99,1
Wine,France Wine,France Red Wine,FRANCE,346236,ST EMILION - CHATEAU TROPLONG MONDOT 2022,,0.75,1,15,325,NA
Wine,France Wine,France Red Wine,FRANCE,347331,POMEROL - CHATEAU CLINET 2020,,0.75,1,13,220,NA
Wine,France Wine,France Red Wine,FRANCE,367683,PAUILLAC - CHATEAU LATOUR 2015,3412952304698,0.75,1,13,1650,0
Wine,France Wine,France Red Wine,FRANCE,368902,CHATEAU BEYCHEVELLE 2014,626990305217,0.75,1,12.5,125,0
Wine,France Wine,France Red Wine,FRANCE,391502,MERCUREY 1ER CLOS DES BARRAULTS PINOT NOIR - MICHEL JUILLOT,3508031013756,0.75,1,13.5,65.99,0
Wine,Italy Wine,Italy Red Wine,ITALY,501971,TOSCANA - LE CALCINAIE INGREDIENTI UVA,8032542652500,0.75,1,15,33.99,0
Refreshment Beverages,Coolers,Spirit Coolers,CANADA,663176,OLE COCKTAIL CO - PINEAPPLE COCKTAIL 4PK,848819060088,0.355,4,5.2,15.99,NA
Wine,France Wine,France White Wine,FRANCE,672642,CHASSAGNE MONTRACHET 1ER LES VERGERS - DOM FONT GAGNARD 16,3322718041210,0.75,1,13,185.99,0
Wine,France Wine,France White Wine,FRANCE,134003,GRAVES - CLOS FLORIDENE BLANC 2018,3760036917280,0.75,1,13,45,NA
Wine,France Wine,France Red Wine,FRANCE,166020,CHATEAUNEUF DU PAPE - DOMAINE DUSEIGNEUR CATARINA 2021,3385191000303,0.75,1,15.5,69.99,0
Beer,Domestic - Other Province Beer,Domestic - Other Province Commercial Beer,CANADA,170682,MICHELOB - ULTRA SLEEK TALL CAN,62067547355,0.473,1,4,3.29,NA
Wine,France Wine,France Red Wine,FRANCE,197106,HAUTES COTES DE BEAUNE PINOT NOIR - FAMILLE GUERIN,3701226800074,0.75,1,12.5,41.99,0
Wine,Italy Wine,Italy Red Wine,ITALY,220960,UMBRIA - CASTELLO DELLA SALA MUFFATO ANTINORI,8001935217909,0.5,1,12.5,67.99,6
Wine,Canada - BC,Canada - BC Red Wine,CANADA,227436,CULMINA - HYPOTHESIS,827413000775,0.75,1,14,34.99,0
Wine,France Wine,France Rose Wine,FRANCE,252338,PROVENCE ROSE - DOMAINE HOUCHART,3345120000040,0.75,1,12.5,22.99,0
Beer,Import Beer,Europe Beer,CZECH REPUBLIC,255380,PILSNER URQUELL TALL CAN,84404500014,0.5,1,4.4,3.49,NA
Refreshment Beverages,Coolers,Malt-Based Coolers,CANADA,282374,PERSEPHONE BREWING - HONEYCOMB HARD SELTZER CAN,696852133579,0.355,4,5,14.79,NA
Wine,Canada - BC,Canada - BC White Wine,CANADA,289535,TINHORN CREEK - PINOT GRIS WA 2024,624802300382,0.75,1,12.5,20.99,0
Wine,Fortified Wine,Port Wine,PORTUGAL,304579,TAYLOR FLADGATE - RESERVE TAWNY HISTORICAL THE GLOBE,5603081100611,0.75,1,20,65.99,0
Wine,France Wine,France Red Wine,FRANCE,371636,PAUILLAC - CHATEAU LAFITE ROTHSCHILD 2020,,0.75,1,13,1600,NA
Wine,France Wine,France Red Wine,FRANCE,390974,MARGAUX - CHATEAU GISCOURS 2019,3430430009095,0.75,1,12.5,150,NA
Wine,Chile Wine,Chile White Wine,CHILE,453280,SEMILLON - MORANDE VALLE DEL MAULE 2022,7804449014597,0.75,1,12,26.99,0
Wine,Italy Wine,Italy Red Wine,ITALY,470182,TOSCANA - MASSETO 2019,818201021645,3,1,14,5000,0
Wine,France Wine,France Red Wine,FRANCE,482953,PESSAC LEOGNAN - CHATEAU SMITH HAUT LAFITTE ROUGE 2020,3438081120015,0.75,1,13,300,NA
Beer,Import Beer,Mexico And Caribbean Beer,MEXICO,689018,MODELO ESPECIAL,7501064196362,0.355,12,4.4,32.49,NA
Wine,Italy Wine,Italy Red Wine,ITALY,690420,VENETO PASSIMENTO ROSSO - PASQUA ROMEO & JULIET,8007880548808,0.75,1,14,15.99,0
Wine,France Wine,France White Wine,FRANCE,963538,CHATEAU MALARTIC LAGRAVIERE BLANC 2013,,0.75,1,13,95,0
Wine,France Wine,France Red Wine,FRANCE,54139,ST EMILION - CHATEAU LA SERRE 2018,3328155009066,0.75,1,13,125,NA
Wine,France Wine,France White Wine,FRANCE,262824,CHATEAU DOISY VEDRINES 2014,3277031706318,0.75,1,13,69,NA
Wine,France Wine,France Red Wine,FRANCE,292490,CHAMBOLLE MUSIGNY 1ER - DOMAINE COMTE GEORGES DE VOGUE 2018,3760012992065,0.75,1,14,429.99,0
Wine,Chile Wine,Chile Sparkling Wine,CHILE,299404,FRESITA - SPARKLING WINE INFUSED WITH STRAWBERRIES,736886811224,0.75,1,8,21.49,3
Wine,France Wine,France Champagne Wine,FRANCE,417311,DOM PERIGNON - OENOTHEQUE,3185370555804,0.75,1,12.5,3010,0
Wine,France Wine,France White Wine,FRANCE,429399,CHASSAGNE MONTRACHET 1ER CLOS ST JEAN - DOM BLAIN GAGNARD 19,626990223689,0.75,1,13,159.99,0
Wine,France Wine,France White Wine,FRANCE,615898,GEWURZTRAMINER - PFAFFENHEIM GRAND CRU STEINERT,3185139087560,0.75,1,13.5,32.99,1
Wine,Italy Wine,Italy Red Wine,ITALY,646711,LAZIO CESANESE - CASALE DEL GIGLIO 2023,8003565000456,0.75,1,13,25.99,0
Spirits,Rum,Spiced Rum,CANADA,677719,THE KRAKEN - BLACK SPICED RUM,810178380299,0.75,1,47,32.99,NA
Wine,Canada - BC,Canada - BC Red Wine,CANADA,881490,COPPER MOON - MALBEC,48162014848,4,1,14,40.99,0
Wine,France Wine,France White Wine,FRANCE,21907,POUILLY FUISSE - DOMAINE DU CHALET POUILLY 2018,3760028760245,0.75,1,13,47.99,0
Wine,Canada - BC,Canada - BC Red Wine,CANADA,70800,FRIND WINERY - THE PREMIER,626990415411,0.75,1,13.5,39.99,0
Spirits,Whisky,Single Malt Scotch Whisky,UNITED KINGDOM,118359,MACALLAN - DOUBLE CASK 12 YEAR OLD,812066021840,0.375,1,40,69.99,NA
Wine,France Wine,France White Wine,FRANCE,142834,SAUTERNES - CHATEAU FILHOT 2018,3760030482869,0.375,1,13,30,NA
Beer,Domestic - BC Beer,Domestic - BC Regional Beer,CANADA,152658,PARALLEL 49 - FILTHY DIRTY IPA CAN,823994001859,0.355,6,7.2,14.99,NA
Wine,France Wine,France Red Wine,FRANCE,229404,CHAMBOLLE MUSIGNY 1ER - COMTE GEORGE DE VOGUE LES AMOUREUSES,3760012995486,0.75,1,13,1350,0
Wine,France Wine,France Red Wine,FRANCE,232567,POMMARD - DOMAINE PARIGOT LES VIGNOTS,3760255780047,0.75,1,13,105.99,0
Spirits,Whisky,Single Malt Scotch Whisky,UNITED KINGDOM,265304,SCAPA - THE ORCADIAN SKIREN FIRST FILL,5000299607091,0.7,1,40,73.99,NA
Spirits,Whisky,Other Country Whisky,JAPAN,295780,YAMAZAKI - AGED 18 YEARS 100TH ANNIVERSARY,80686004257,0.7,1,48,3500,NA
Wine,Spain Wine,Spain Red Wine,SPAIN,421725,CASTILLA TEMPRANILLO - EL TOCADOR 2023,8436539765493,0.75,1,14,15.99,0
Wine,Germany Wine,Germany White Wine,GERMANY,755520,PINOT BLANC - SELBACH OSTER 2019,717215002865,0.75,1,12,32.99,0
Wine,France Wine,France Red Wine,FRANCE,11133,BOURGOGNE - CHATEAU DE LA GREFFIERE MACON SERRIERES,3760205570025,0.75,1,12.5,19.99,0
Beer,Domestic - BC Beer,Domestic - BC Regional Beer,CANADA,47384,HOYNE BREWING - FOUR FINE FRIENDS MIX PACK CAN,626990427339,0.355,12,6,26.29,NA
Wine,Canada - BC,Canada - BC Red Wine,CANADA,78113,FORT BERENS -  MERITAGE,626990121992,0.75,1,13.2,30.99,0
Wine,Australia Wine,Australia White Wine,AUSTRALIA,89610,CHARDONNAY - GIANT STEPS YARRA VALLEY,9351105000107,0.75,1,13,41.99,0
Wine,France Wine,France White Wine,FRANCE,97229,PESSAC LEOGNAN - DOMAINE DE CHEVALIER BLANC 2018,696852054119,0.75,1,13,225,NA
Wine,France Wine,France Red Wine,FRANCE,143399,MARGAUX - CHATEAU MARGAUX 2018,,0.75,1,13,1500,NA
Refreshment Beverages,Coolers,Spirit Coolers,CANADA,284656,CABRON - PALOMA CAN,696852169189,0.355,4,5,11.49,NA
Wine,France Wine,France Red Wine,FRANCE,301876,ST EMILION - CHATEAU BEAU SEJOUR BECOT 2022,3609051346494,0.75,1,13,180,NA
Wine,France Wine,France Red Wine,FRANCE,330151,ARBOIS PINOT NOIR - DOMAINE ROLET 1988,696852128155,1.5,1,13,105.99,0
Wine,Canada - BC,Canada - BC Red Wine,CANADA,369031,GOLD HILL - CHARISMA MERLOT,696852102322,0.75,1,14,19.99,0
Wine,Spain Wine,Spain Red Wine,SPAIN,370021,RIBERA DEL DUERO - VEGA SICILIA UNICO 2013,8436014243874,0.75,1,14,702,0
Spirits,Whisky,Single Malt Scotch Whisky,UNITED KINGDOM,379090,THE DALMORE - LUMINARY COLLECTION NO.2 16 YEAR OLD,5013967020351,0.7,1,46.8,500,NA
Wine,France Wine,France Red Wine,FRANCE,434280,ST JULIEN - CHATEAU SAINT PIERRE 2021,696852223973,0.75,1,13,145,NA
Wine,France Wine,France Red Wine,FRANCE,450208,PESSAC LEOGNAN - CHATEAU LATOUR MARTILLAC ROUGE 2021,3508691000219,0.75,1,13,90,NA
Wine,France Wine,France Red Wine,FRANCE,466026,ST ESTEPHE - CHATEAU LAFON ROCHET 2020,714153326602,0.75,1,13,100,NA
Wine,Canada - BC,Canada - BC Red Wine,CANADA,593038,BLACK SAGE VINEYARD OLIVER - CABERNET FRANC 2023,63657031513,0.75,1,14.5,26.99,0
Spirits,Tequila,Gold Tequila,MEXICO,772293,CAZADORES - REPOSADO,80480980566,0.75,1,40,41.99,NA
Wine,France Wine,France Champagne Wine,FRANCE,884775,CHARLES HEIDSIECK - BRUT RESERVE,3037900003678,0.75,1,12,85.99,0
Wine,France Wine,France Red Wine,FRANCE,60833,MARGAUX - PAVILLON ROUGE DU CHATEAU MARGAUX 2019,,0.75,1,13,550,NA
Beer,Domestic - BC Beer,Domestic - BC Regional Beer,CANADA,95003,BALDERDASH BREWING - SNEAKY WEASEL CRAFT LAGER,626990411482,0.355,24,5.6,33.99,NA
Wine,France Wine,France Red Wine,FRANCE,97025,MARGAUX - CHATEAU POUGET 2018,3609050956564,0.75,1,13,90,NA
Wine,France Wine,France Red Wine,FRANCE,97235,PESSAC LEOGNAN - L'ESPRIT DE CHEVALIER ROUGE 2018,3609050953792,0.75,1,14,65,NA
Wine,Germany Wine,Germany Red Wine,GERMANY,121564,PINOT NOIR LOVELY LILLY - SHELTER WINERY,4260194160010,0.75,1,13.5,30.99,0
Wine,France Wine,France White Wine,FRANCE,130647,CHATEAU HAUT BERGEY 2016,626990406969,0.75,1,13,65,NA
Wine,France Wine,France White Wine,FRANCE,167643,CHABLIS 1ER CRU MONTEE DE TONNERRE - JEAN MARC BROCARD 2018,3436802200411,0.75,1,13,76.99,0
Wine,France Wine,France Red Wine,FRANCE,227149,PAUILLAC - CHATEAU LAFITE ROTHSCHILD 2017,,0.75,1,13,1500,NA
Wine,South Africa Wine,South Africa Red Wine,SOUTH AFRICA,268175,CABERNET SAUVIGNON - THE VELD,7557380000142,0.75,1,14,14.99,0
Spirits,Whisky,Single Malt Scotch Whisky,UNITED KINGDOM,288801,JURA - PALE ALE CASK,5013967019959,0.7,1,40,79.99,NA
Spirits,Grape and Fruit Brandy,Armagnac,FRANCE,293913,SAINT VIVANT - ARMAGNAC V.S.O.P,3147690083306,0.7,1,40,74.99,NA
Wine,Canada - BC,Canada - BC White Wine,CANADA,305926,CANNON ESTATE WINERY - THE WICK MOVER SHAKER WHITE 2022,628451498377,0.75,1,12,19.99,0
Wine,Canada - BC,Canada - BC Red Wine,CANADA,309347,MISSION HILL FAMILY ESTATE - LEGACY COLLECTION CHINESE NEW Y,776545555519,0.75,3,14.5,369.99,0
Wine,France Wine,France Red Wine,FRANCE,347699,ST ESTEPHE - CHATEAU LAFON ROCHET 2020,,0.75,1,13,100,NA
Wine,France Wine,France Red Wine,FRANCE,944918,CHATEAU PONTET CANET 2013,,0.75,1,13,180,0
Wine,Italy Wine,Italy Red Wine,ITALY,26203,BAROLO - PRUNOTTO 2019,8016001000019,0.75,1,13.5,69.99,0
Wine,Canada - BC,Canada - BC White Wine,CANADA,30432,UNSWORTH VINEYARDS - PINOT GRIS 2024,626990258957,0.75,1,12.7,25.99,0
Spirits,Rum,Amber Rum,CUBA,53140,HAVANA CLUB - 7 YEAR OLD,8501110080446,0.75,1,40,36.99,NA
Refreshment Beverages,Cider,Domestic Cider,CANADA,59926,BUMPER CROP - BLACK CHERRY CAN,626990469216,0.355,6,7,12.29,NA
Wine,France Wine,France Red Wine,FRANCE,69983,ST ESTEPHE - CHATEAU LAFON ROCHET 2019,696852114288,0.75,1,13,110,NA
Wine,Chile Wine,Chile Rose Wine,CHILE,130933,ROSE - SAN PEDRO GATO NEGRO,7804300142544,3,1,13,29.97,0
Spirits,Rum,Amber Rum,NICARAGUA,134692,FLOR DE CANA - 12 YEAR OLD CENTENARIO,26964823967,0.75,1,40,43.99,NA
Wine,France Wine,France Red Wine,FRANCE,142916,PAUILLAC - CHATEAU LAFITE ROTHSCHILD 2018,3296331018105,0.75,1,13,1600,NA
General Merchandise,De-Alcoholized Product,Beer And Refreshment De-Alcoholized Product,NETHERLANDS,208002,HEINEKEN - 0.0,72890005861,0.33,6,0.01,11.79,NA
Wine,USA Wine,USA Red Wine,UNITED STATES OF AMERICA,210232,CABERNET SAUVIGNON - TREANA,657891716147,0.75,1,14.5,45.99,0
Wine,USA Wine,USA Red Wine,UNITED STATES OF AMERICA,226288,CABERNET SAUVIGNON - DAOU PASO ROBLES,890409002398,0.75,1,13.9,38.99,0
Wine,South Africa Wine,South Africa White Wine,SOUTH AFRICA,267922,PINOT GRIGIO - TWO OCEANS,6001108045102,0.75,1,11.5,10.99,0
Beer,Domestic - BC Beer,Domestic - BC Regional Beer,CANADA,294962,PARALLEL 49 - TRICYCLE GRAPEFRUIT RADLER TALL CAN,823994006489,0.473,1,3.5,2.99,NA
Wine,France Wine,France Red Wine,FRANCE,319046,CORBIERES BOUTENAC - GERARD BERTRAND CHAT. DE VILLEMAJOU 22,3514123121117,0.75,1,15,59.99,0
Wine,France Wine,France White Wine,FRANCE,388609,MEURSAULT - BERNARD MILLOT CUVEE ALEXIE 2017,3760163352398,0.75,1,13,89.99,NA
Wine,France Wine,France White Wine,FRANCE,388932,PINOT BLANC - WILLY GISSELBRECHT 2019,3760163352251,0.75,1,13,24.99,NA
Wine,France Wine,France White Wine,FRANCE,390889,BORDEAUX BLANC - LES ARUMS DE LAGRANGE 2019,3760172719144,0.75,1,12,65,NA
Wine,Canada - BC,Canada - BC White Wine,CANADA,404676,HERON BAY - SAUVIGNON BLANC,776545501295,4,1,12.5,41.99,0
Wine,France Wine,France Red Wine,FRANCE,419586,PESSAC LEOGNAN - CHATEAU LATOUR MARTILLAC ROUGE 2020,,0.75,1,13,90,NA
Wine,USA Wine,USA Red Wine,UNITED STATES OF AMERICA,433052,PETITE SIRAH - STAGS LEAP NAPA 2018,626990001638,0.75,1,14.2,48.99,0
Spirits,Rum,Dark Rum,GUYANA,497198,LEMON HART - PREMIUM DEMERARA,814789007712,1.14,1,40,43.99,NA
Refreshment Beverages,Coolers,Spirit Coolers,CANADA,667108,REMIX - VODKA SODA 8PK MIXER  CAN,628882002334,0.355,8,7,18.29,NA
Wine,Italy Wine,Italy Sparkling Wine,ITALY,826875,VILLA TERESA - ROSE FRIZZANTE ORGANIC,8007615000076,0.75,1,11,20.99,0
Wine,Sake,Japan Sake,JAPAN,24922,DAIGINJO SANSUI SAKE,4968167051876,0.72,1,16,58.99,0
Wine,Italy Wine,Italy White Wine,ITALY,25403,VERDICCHIO CLASS SUP - UMANI RONCHI CASAL SERRA ORGANIC,8032853721124,0.75,1,13,21.99,0
Wine,Canada - BC,Canada - BC Red Wine,CANADA,33157,BLACK HILLS ESTATE WINERY - NOTA BENE,58976502998,1.5,1,14.9,249.99,0
Wine,France Wine,France Red Wine,FRANCE,39798,MARGAUX - CHATEAU MARGAUX 2019,,0.75,1,13,1600,NA
Wine,France Wine,France Red Wine,FRANCE,53593,MOULIS - CHATEAU CHASSE-SPLEEN 2018,3419466254334,0.75,1,13,85,NA
Wine,France Wine,France Red Wine,FRANCE,96980,CHATEAUNEUF DU PAPE - DOMAINE DE BEAURENARD 2018,3368881121106,0.75,1,14,92.99,0
